Date,Open,High,Low,Close,Volume
2006-01-03,81.18915821852963,80.01453276310774,78.85428839906123,79.76393008020423,15008158.717784831
2006-01-04,63.61437809604864,63.93373917500114,62.80306695040592,63.45617888403535,18857048.039606944
2006-01-05,69.59573022752853,69.43857941033573,68.61504977645457,69.20795821897966,12190791.93940948
2006-01-06,66.92978068579181,67.33583771066667,66.23917566251134,66.78872313387878,11315129.456173522
2006-01-09,63.46702834533095,64.13674020337584,62.93999183219253,63.446185454027805,10906043.807363337
2006-01-10,59.68354617672376,60.44816453953374,59.01511972993704,59.577047583583656,15624213.610234482
2006-01-11,60.4126787181121,61.132846196569616,59.63129087030851,60.263909073280566,20281227.644567635
2006-01-12,57.87735448274088,58.7234955451845,57.1641767776477,57.79815633444393,22413448.22195049
2006-01-13,57.8903860840118,58.77725260728874,57.21252922528551,57.87071835959165,25006504.47094659
2006-01-17,60.507682761995454,61.23257849479396,59.67940309979089,60.3554835254364,24065806.92060607
2006-01-18,58.92335223580727,59.777234436325536,58.21684884050554,58.86773607890298,24135355.123540048
2006-01-19,58.37870375694045,59.2636508807597,57.724103361527575,58.35337261341619,23315431.727776702
2006-01-20,58.10843537822878,58.99602788587151,57.44920810336774,58.09088307176744,24664180.99876565
2006-01-23,60.59979261955334,61.35833764177001,59.888390477616525,60.52519023077093,22998465.835582487
2006-01-24,62.29635597237333,63.0005806561308,61.588769969633255,62.22588270027756,22710295.89606446
2006-01-25,61.69206169363149,62.43696167883351,61.10973440398927,61.72065843437007,22770462.82341606
2006-01-26,62.23254630362938,62.9034079566264,61.632884023056846,62.23761376753017,22347317.18913199
2006-01-27,60.69014010378612,61.374998924135696,60.13642971410688,60.73371532609772,23449779.14706997
2006-01-30,59.22204060402901,59.89762889152343,58.69623087775983,59.29052315718044,24665640.99625703
2006-01-31,58.94826853587673,59.61138509239682,58.49093089091106,59.05704132346121,23548123.04653928
2006-02-01,58.09217089909309,58.76269536738056,57.61850367063288,58.20532343109164,25651656.839802936
2006-02-02,57.050789885527486,57.68188312632788,56.55371265335255,57.15984027042763,28056079.11473995
2006-02-03,57.24169914971814,57.81813566070928,56.7783566686852,57.36514685605535,27295365.19507709
2006-02-06,57.26405856634383,57.78685120804739,56.76769329404301,57.34964930209657,26892818.519147497
2006-02-07,56.273114683673136,56.73119960225066,55.77833649892094,56.361297574348654,28252566.87393124
2006-02-08,54.635474389110925,55.06039373038005,54.1685015092715,54.737425529203605,28807146.37824787
2006-02-09,53.20355287726862,53.60881337878856,52.78499826968008,53.33618613749236,29062291.943050813
2006-02-10,51.96029269850214,52.35110875001854,51.51821394879223,52.079754471706295,30494636.71829732
2006-02-13,50.86496865792868,51.183021807319456,50.4084349223948,50.97785040006267,32251608.01943275
2006-02-14,51.938697531175386,52.2705946045761,51.46897973280624,52.01676979186848,29226772.30731817
2006-02-15,49.6318094110584,49.96038231197085,49.12990129110074,49.651658365879904,27962070.117083523
