Date,Open,High,Low,Close,Volume
2006-01-03,36.63444798741907,37.45442448427004,37.5265031608137,37.68904612292948,13469971.92082821
2006-01-04,35.183538284361475,36.001105633930266,35.307114251300725,36.1477708013864,15891194.755053794
2006-01-05,35.4402914755651,36.15529253853224,35.70902905884594,36.361184739149145,11171490.164297651
2006-01-06,37.03883523122756,37.63550348253726,38.270147531268776,37.85120075616371,5432408.347282183
2006-01-09,39.93640679126708,40.42860146317933,42.64252081349382,40.59400414538824,531905.1287088533
2006-01-10,43.98060685846597,44.395427769440815,48.176337163003474,44.54472316672117,-3320574.0545885875
2006-01-11,48.3902144793537,48.76691977783676,53.62530688328872,48.950601725119576,-5648886.499820648
2006-01-12,52.651875507918064,53.02837443271474,58.3112917875577,53.26521359368324,-6409975.286074195
2006-01-13,56.970275418042014,57.34902581685663,62.77349085351884,57.6596318997982,-7560320.689163811
2006-01-17,60.26091483240097,60.69784089125593,65.66015047003293,60.90783733563677,-4594690.381276795
2006-01-18,63.29831861988952,63.7523860888062,68.39011403716441,63.94755841694259,-4638472.492168484
2006-01-19,65.61278197578135,66.09984493572264,70.3100131716964,66.21076501949977,-3182388.0999288494
2006-01-20,67.25876109028422,67.78935456393282,71.346338580998,67.82518702252615,-964372.976653716
2006-01-23,68.13651545822903,68.71363618683293,71.47637934360948,68.65820969088432,1620952.435989257
2006-01-24,68.91520725760061,69.49763502522352,71.8691655188255,69.39541061997768,1606843.729752141
2006-01-25,69.33252506734806,69.93840601228275,71.9666325636132,69.70782849958898,3413598.631635477
2006-01-26,69.79460228852597,70.39659961669841,72.31651288328803,70.13320075158954,3190635.887599565
2006-01-27,70.08602821593122,70.70553452897781,72.3690870223463,70.39192507709224,4474804.537106102
2006-01-30,70.10879257905275,70.74553328277055,72.0598917137745,70.39639633997388,5596537.632743545
2006-01-31,69.88668157619834,70.54176347263653,71.42982519552409,70.16348413300513,6758145.396273948
2006-02-01,69.42448558647598,70.09696496726718,70.54756929758442,69.67967608693425,7956734.064997222
2006-02-02,68.77349368453389,69.45678328157206,69.54208701813437,68.99918512230252,8848301.01796588
2006-02-03,68.33571985260161,69.00584918870832,69.01601402394563,68.54853357474,8167927.393928985
2006-02-06,68.00782950237212,68.6629667919764,68.7809249208359,68.19294130034581,7553707.471981799
2006-02-07,65.62547685132228,66.24796313372254,66.6690839353503,65.80891544839064,6702529.792972274
2006-02-08,63.24446258541655,63.85389466155771,64.44035292172022,63.42171643604576,7114924.227282527
2006-02-09,61.22585415867768,61.83432174246676,62.35752804822156,61.434001477927744,7932473.752797487
2006-02-10,58.38843550610286,59.00357282335607,59.22061953303208,58.61535121355647,9194089.586105784
2006-02-13,56.93988899683339,57.56383811821353,57.47307849149104,57.16257947302402,10389986.143553795
2006-02-14,53.99510713729385,54.61838388163654,54.2504504964903,54.18027973398035,11487291.12041839
2006-02-15,55.16817854594684,55.78449371819047,55.49646100647041,55.34419055590022,10403960.14958706
2006-02-16,52.142276547820174,52.73843645999037,52.513704995480026,52.28090125268097,10527045.178303936
2006-02-17,52.30377435884629,52.90251755154343,52.62654368759525,52.44229270721196,10954221.745396912
2006-02-21,53.35580222796934,53.966173161385264,53.65927302151046,53.51238412994617,11141090.358992582
