Date,Open,High,Low,Close,Volume
2006-01-03,92.84545260231722,93.25623397805096,92.10852322555075,93.17945830138451,12817395.967978884
2006-01-04,91.65650401850908,93.79259245827572,89.59527773165152,93.34055885700394,35166865.810633235
2006-01-05,90.24256164140398,91.76887598545576,89.04891167956595,90.86872838436018,26370427.42583871
2006-01-06,87.62233860638138,89.45798204524505,86.36637209083096,88.61869751097947,30922576.98886433
2006-01-09,81.62939464967654,83.42307551563673,80.71510583214328,82.62241243629357,31128294.69054456
2006-01-10,80.59219631632887,82.03967874215454,79.89254587774806,80.9626476438757,27299620.02276003
2006-01-11,78.51387461728787,79.7507905383992,77.96330110324477,78.7563845027356,25953767.839671712
2006-01-12,77.16331785571573,78.25858770354084,76.69948100128352,77.29283678896685,24486807.96159302
2006-01-13,77.91306662820355,78.83562388360417,77.53313287307026,77.9030084482335,21843776.63481868
2006-01-17,78.24311301602286,79.03316571145213,77.93190450301691,78.18524476060212,19697503.526920795
2006-01-18,79.53737908082593,80.21592353599804,79.19733357023073,79.41548234054453,17942630.521301724
2006-01-19,77.80294409473161,78.62180632125352,77.27165390844007,77.85804441811847,21052942.51232108
2006-01-20,79.91808340367386,80.66209369768094,79.38569585808834,79.86755425603079,18913783.79811105
2006-01-23,80.18924472791325,80.92086549879568,79.65822750417782,80.14475668550895,18554111.013646416
2006-01-24,80.99967587953078,81.75577644500369,80.42904337443258,81.15652328931631,19066102.89743793
2006-01-25,79.68284980271186,80.42610040805481,79.15113104068524,79.76429832218591,18838937.365187094
2006-01-26,79.30121726857087,80.01433759064177,78.79878241944067,79.36084214230328,18573590.285158176
2006-01-27,78.83851640226274,79.5185677371936,78.34298587193322,78.84814706457357,18415212.653137613
2006-01-30,79.81827095411718,80.42902210566321,79.3406097533293,79.79099007414422,17094760.1664845
2006-01-31,79.57197865703506,80.1964456538913,78.99563754161277,79.48921927040332,17357968.944766805
2006-02-01,80.63023742964823,81.28231333514698,80.05581048175546,80.67250934212406,16916269.311629318
2006-02-02,79.86024103244392,80.64464090061608,79.16751586618996,80.01548077832858,19587229.577004425
2006-02-03,80.20389072079598,80.95397635144845,79.53555540692784,80.20606548783769,18860639.481117703
2006-02-06,80.4601092069292,81.17397183675713,79.86652874584628,80.50559917661441,18430538.64874008
2006-02-07,80.61159006813013,81.32275042283952,80.05801345144103,80.72185051764845,17899180.318541653
2006-02-08,80.25692106643945,80.93399892577153,79.74639612507735,80.3161344333487,17238437.38346348
2006-02-09,80.42938941518644,81.12666615622015,79.87407960448711,80.58375892138449,18037353.111429185
2006-02-10,79.19103180523145,79.93002633255313,78.64117619881614,79.38434171987296,18812312.78253608
2006-02-13,79.88052075352725,80.614271537108,79.36264562976812,80.00697065363238,18020968.63496325
2006-02-14,79.99689925823068,80.73943665964153,79.47115213346528,80.17774137019848,18629017.07708172
